Location,Medium,Sample Date,Procedure Name,Nuclides/ Radiation,Result,Combined Standard Uncertainty,MDC,Unit
CARLSBAD,AIR-FILTER,2015-09-29,Gross beta in air,Gross Beta,0.0131,0.00083,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2015-12-11,Gross beta in air,Gross Beta,0.00803,0.00056,0.00029,PCI/M3
CARLSBAD,AIR-FILTER,2015-08-25,Gross beta in air,Gross Beta,0.00988,0.00062,0.00015,PCI/M3
CARLSBAD,AIR-FILTER,2015-12-15,Gross beta in air,Gross Beta,0.00475,0.00035,0.00027,PCI/M3
CARLSBAD,AIR-FILTER,2015-05-26,Gross beta in air,Gross Beta,0.00512,0.00037,0.00022,PCI/M3
CARLSBAD,AIR-FILTER,2015-08-13,Gross beta in air,Gross Beta,0.00935,0.00059,0.00014,PCI/M3
CARLSBAD,AIR-FILTER,2015-12-8,Gross beta in air,Gross Beta,0.01129,0.00073,0.00029,PCI/M3
CARLSBAD,AIR-FILTER,2015-09-25,Gross beta in air,Gross Beta,0.00847,0.00053,0.00013,PCI/M3
CARLSBAD,AIR-FILTER,2015-02-17,Gross beta in air,Gross Beta,0.00929,0.00061,0.00023,PCI/M3
CARLSBAD,AIR-FILTER,2015-05-19,Gross beta in air,Gross Beta,0.00536,0.00038,0.00023,PCI/M3
CARLSBAD,AIR-FILTER,2015-10-27,Gross beta in air,Gross Beta,0.00748,0.00051,0.00027,PCI/M3
CARLSBAD,AIR-FILTER,2015-01-30,Gross beta in air,Gross Beta,0.00653,0.00047,0.0003,PCI/M3
CARLSBAD,AIR-FILTER,2015-06-9,Gross beta in air,Gross Beta,0.00758,0.00051,0.00021,PCI/M3
CARLSBAD,AIR-FILTER,2015-10-6,Gross beta in air,Gross Beta,0.0175,0.0011,0.00023,PCI/M3
CARLSBAD,AIR-FILTER,2015-01-14,Gross beta in air,Gross Beta,0.0196,0.0012,0.00011,PCI/M3
CARLSBAD,AIR-FILTER,2015-03-6,Gross beta in air,Gross Beta,0.00889,0.00061,0.00032,PCI/M3
CARLSBAD,AIR-FILTER,2015-03-10,Gross beta in air,Gross Beta,0.01042,0.00068,0.00023,PCI/M3
CARLSBAD,AIR-FILTER,2015-09-11,Gross beta in air,Gross Beta,0.00805,0.00056,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2015-07-11,Gross beta in air,Gross Beta,0.00796,0.0005,0.00011,PCI/M3
CARLSBAD,AIR-FILTER,2015-02-24,Gross beta in air,Gross Beta,0.00727,0.00046,0.00013,PCI/M3
CARLSBAD,AIR-FILTER,2015-12-31,Gross beta in air,Gross Beta,0.00518,0.00034,0.00012,PCI/M3
CARLSBAD,AIR-FILTER,2015-04-14,Gross beta in air,Gross Beta,0.00713,0.0005,0.00021,PCI/M3
CARLSBAD,AIR-FILTER,2015-04-17,Gross beta in air,Gross Beta,0.00649,0.00047,0.00031,PCI/M3
CARLSBAD,AIR-FILTER,2015-04-28,Gross beta in air,Gross Beta,0.00634,0.00044,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2015-09-18,Gross beta in air,Gross Beta,0.00823,0.00052,0.00013,PCI/M3
CARLSBAD,AIR-FILTER,2015-07-21,Gross beta in air,Gross Beta,0.00725,0.00046,0.00013,PCI/M3
CARLSBAD,AIR-FILTER,2015-10-15,Gross beta in air,Gross Beta,0.01018,0.00063,0.00011,PCI/M3
CARLSBAD,AIR-FILTER,2015-10-2,Gross beta in air,Gross Beta,0.0187,0.0012,0.00038,PCI/M3
CARLSBAD,AIR-FILTER,2015-05-8,Gross beta in air,Gross Beta,0.00729,0.00047,0.00013,PCI/M3
CARLSBAD,AIR-FILTER,2015-06-15,Gross beta in air,Gross Beta,0.00709,0.00046,0.00014,PCI/M3
CARLSBAD,AIR-FILTER,2015-06-5,Gross beta in air,Gross Beta,0.00741,0.00047,0.00013,PCI/M3
CARLSBAD,AIR-FILTER,2015-11-20,Gross beta in air,Gross Beta,0.00528,0.0004,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2015-07-31,Gross beta in air,Gross Beta,0.00831,0.00059,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2015-06-30,Gross beta in air,Gross Beta,0.00808,0.00054,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2015-05-22,Gross beta in air,Gross Beta,0.00362,0.0003,0.0003,PCI/M3
CARLSBAD,AIR-FILTER,2015-06-26,Gross beta in air,Gross Beta,0.00936,0.00064,0.00031,PCI/M3
CARLSBAD,AIR-FILTER,2015-03-13,Gross beta in air,Gross Beta,0.00989,0.00067,0.00033,PCI/M3
CARLSBAD,AIR-FILTER,2015-12-22,Gross beta in air,Gross Beta,0.00713,0.00046,0.00015,PCI/M3
CARLSBAD,AIR-FILTER,2015-11-29,Gross beta in air,Gross Beta,0.00909,0.00056,0.00011,PCI/M3
CARLSBAD,AIR-FILTER,2015-09-8,Gross beta in air,Gross Beta,0.00976,0.00061,0.00015,PCI/M3
CARLSBAD,AIR-FILTER,2015-05-13,Gross beta in air,Gross Beta,0.00581,0.00039,0.00017,PCI/M3
CARLSBAD,AIR-FILTER,2015-04-8,Gross beta in air,Gross Beta,0.00808,0.00051,0.00012,PCI/M3
CARLSBAD,AIR-FILTER,2015-11-3,Gross beta in air,Gross Beta,0.00641,0.00044,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2015-07-28,Gross beta in air,Gross Beta,0.00815,0.00052,0.00013,PCI/M3
CARLSBAD,AIR-FILTER,2015-06-23,Gross beta in air,Gross Beta,0.01093,0.00071,0.00022,PCI/M3
CARLSBAD,AIR-FILTER,2015-03-29,Gross beta in air,Gross Beta,0.00602,0.00039,0.00012,PCI/M3
CARLSBAD,AIR-FILTER,2015-02-13,Gross beta in air,Gross Beta,0.00685,0.00054,0.00046,PCI/M3
CARLSBAD,AIR-FILTER,2015-02-11,Gross beta in air,Gross Beta,0.00736,0.00048,0.00018,PCI/M3
CARLSBAD,AIR-FILTER,2015-02-6,Gross beta in air,Gross Beta,0.01308,0.00086,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2015-02-3,Gross beta in air,Gross Beta,0.01001,0.00066,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2015-05-15,Gross beta in air,Gross Beta,0.00582,0.00048,0.00047,PCI/M3
CARLSBAD,AIR-FILTER,2015-09-1,Gross beta in air,Gross Beta,0.01236,0.00076,0.00016,PCI/M3
CARLSBAD,AIR-FILTER,2016-06-7,Gross beta in air,Gross Beta,0.0091,0.0006,0.00028,PCI/M3
CARLSBAD,AIR-FILTER,2016-11-8,Gross beta in air,Gross Beta,0.0118,0.00076,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2016-02-12,Gross beta in air,Gross Beta,0.00672,0.00049,0.00039,PCI/M3
CARLSBAD,AIR-FILTER,2016-09-6,Gross beta in air,Gross Beta,0.00918,0.00057,0.00014,PCI/M3
CARLSBAD,AIR-FILTER,2016-05-13,Gross beta in air,Gross Beta,0.00826,0.00057,0.00031,PCI/M3
CARLSBAD,AIR-FILTER,2016-04-12,Gross beta in air,Gross Beta,0.00908,0.00057,0.00013,PCI/M3
CARLSBAD,AIR-FILTER,2016-04-1,Gross beta in air,Gross Beta,0.00779,0.00053,0.00027,PCI/M3
CARLSBAD,AIR-FILTER,2016-02-9,Gross beta in air,Gross Beta,0.00471,0.00034,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2016-01-12,Gross beta in air,Gross Beta,0.01331,0.00081,0.00011,PCI/M3
CARLSBAD,AIR-FILTER,2016-01-26,Gross beta in air,Gross Beta,0.0067,0.00043,0.00016,PCI/M3
CARLSBAD,AIR-FILTER,2016-02-16,Gross beta in air,Gross Beta,0.00734,0.0005,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2016-02-23,Gross beta in air,Gross Beta,0.0115,0.00071,0.00016,PCI/M3
CARLSBAD,AIR-FILTER,2016-05-6,Gross beta in air,Gross Beta,0.00613,0.0004,0.00015,PCI/M3
CARLSBAD,AIR-FILTER,2016-03-8,Gross beta in air,Gross Beta,0.00748,0.0005,0.00023,PCI/M3
CARLSBAD,AIR-FILTER,2016-05-27,Gross beta in air,Gross Beta,0.00851,0.00058,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2016-06-23,Gross beta in air,Gross Beta,0.00986,0.00061,0.00011,PCI/M3
CARLSBAD,AIR-FILTER,2016-12-16,Gross beta in air,Gross Beta,0.023,0.0014,0.00015,PCI/M3
CARLSBAD,AIR-FILTER,2016-04-22,Gross beta in air,Gross Beta,0.00674,0.00049,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2016-02-5,Gross beta in air,Gross Beta,0.00427,0.00035,0.00038,PCI/M3
CARLSBAD,AIR-FILTER,2016-11-4,Gross beta in air,Gross Beta,0.0161,0.001,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2016-05-31,Gross beta in air,Gross Beta,0.00905,0.00061,0.0003,PCI/M3
CARLSBAD,AIR-FILTER,2016-09-21,Gross beta in air,Gross Beta,0.00727,0.00046,0.00014,PCI/M3
CARLSBAD,AIR-FILTER,2016-11-11,Gross beta in air,Gross Beta,0.00912,0.00063,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2016-11-23,Gross beta in air,Gross Beta,0.01041,0.00064,0.00013,PCI/M3
CARLSBAD,AIR-FILTER,2016-09-30,Gross beta in air,Gross Beta,0.00739,0.00052,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2016-02-29,Gross beta in air,Gross Beta,0.00696,0.00045,0.00015,PCI/M3
CARLSBAD,AIR-FILTER,2016-11-1,Gross beta in air,Gross Beta,0.01343,0.00086,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2016-06-3,Gross beta in air,Gross Beta,0.00522,0.00039,0.0003,PCI/M3
CARLSBAD,AIR-FILTER,2016-05-18,Gross beta in air,Gross Beta,0.00699,0.00046,0.00019,PCI/M3
CARLSBAD,AIR-FILTER,2016-01-29,Gross beta in air,Gross Beta,0.00664,0.00048,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2016-05-24,Gross beta in air,Gross Beta,0.00617,0.00041,0.00019,PCI/M3
CARLSBAD,AIR-FILTER,2016-03-15,Gross beta in air,Gross Beta,0.00675,0.00047,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2016-06-14,Gross beta in air,Gross Beta,0.01054,0.00066,0.00015,PCI/M3
CARLSBAD,AIR-FILTER,2016-10-25,Gross beta in air,Gross Beta,0.01087,0.00071,0.00029,PCI/M3
CARLSBAD,AIR-FILTER,2016-12-6,Gross beta in air,Gross Beta,0.00881,0.00055,0.00014,PCI/M3
CARLSBAD,AIR-FILTER,2016-12-23,Gross beta in air,Gross Beta,0.01281,0.00084,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2016-10-11,Gross beta in air,Gross Beta,0.00901,0.00057,0.00017,PCI/M3
CARLSBAD,AIR-FILTER,2016-09-13,Gross beta in air,Gross Beta,0.00748,0.00051,0.00028,PCI/M3
CARLSBAD,AIR-FILTER,2016-04-29,Gross beta in air,Gross Beta,0.00671,0.00049,0.00033,PCI/M3
CARLSBAD,AIR-FILTER,2016-01-15,Gross beta in air,Gross Beta,0.00833,0.00058,0.00031,PCI/M3
CARLSBAD,AIR-FILTER,2016-02-2,Gross beta in air,Gross Beta,0.00456,0.00034,0.00027,PCI/M3
CARLSBAD,AIR-FILTER,2016-08-23,Gross beta in air,Gross Beta,0.0074,0.00047,0.00015,PCI/M3
CARLSBAD,AIR-FILTER,2016-10-5,Gross beta in air,Gross Beta,0.00761,0.0005,0.00019,PCI/M3
CARLSBAD,AIR-FILTER,2016-10-28,Gross beta in air,Gross Beta,0.01071,0.00072,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2016-04-26,Gross beta in air,Gross Beta,0.00916,0.0006,0.00027,PCI/M3
CARLSBAD,AIR-FILTER,2016-08-10,Gross beta in air,Gross Beta,0.000828,0.000083,0.00013,PCI/M3
CARLSBAD,AIR-FILTER,2016-06-28,Gross beta in air,Gross Beta,0.00737,0.00051,0.00029,PCI/M3
CARLSBAD,AIR-FILTER,2016-10-21,Gross beta in air,Gross Beta,0.00799,0.00055,0.00031,PCI/M3
CARLSBAD,AIR-FILTER,2016-12-28,Gross beta in air,Gross Beta,0.00647,0.00043,0.0002,PCI/M3
CARLSBAD,AIR-FILTER,2016-11-15,Gross beta in air,Gross Beta,0.01477,0.00093,0.00027,PCI/M3
CARLSBAD,AIR-FILTER,2016-01-19,Gross beta in air,Gross Beta,0.0076,0.00051,0.00028,PCI/M3
CARLSBAD,AIR-FILTER,2016-10-18,Gross beta in air,Gross Beta,0.01055,0.00069,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2016-04-19,Gross beta in air,Gross Beta,0.00525,0.00038,0.00029,PCI/M3
CARLSBAD,AIR-FILTER,2016-03-11,Gross beta in air,Gross Beta,0.00722,0.00052,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2016-09-27,Gross beta in air,Gross Beta,0.00888,0.00057,0.00019,PCI/M3
CARLSBAD,AIR-FILTER,2016-12-9,Gross beta in air,Gross Beta,0.01535,0.00099,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2016-09-9,Gross beta in air,Gross Beta,0.00246,0.00024,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2016-04-15,Gross beta in air,Gross Beta,0.00834,0.00058,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2016-03-24,Gross beta in air,Gross Beta,0.00796,0.0005,0.00011,PCI/M3
CARLSBAD,AIR-FILTER,2016-08-16,Gross beta in air,Gross Beta,0.00618,0.00042,0.00022,PCI/M3
CARLSBAD,AIR-FILTER,2016-10-14,Gross beta in air,Gross Beta,0.01462,0.00095,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2017-10-31,Gross beta in air,Gross Beta,0.00622,0.00043,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2017-03-3,Gross beta in air,Gross Beta,0.0051,0.00039,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2017-05-19,Gross beta in air,Gross Beta,0.00751,0.00058,0.00051,PCI/M3
CARLSBAD,AIR-FILTER,2017-02-8,Gross beta in air,Gross Beta,0.00988,0.00063,0.00021,PCI/M3
CARLSBAD,AIR-FILTER,2017-02-10,Gross beta in air,Gross Beta,0.00656,0.00054,0.00056,PCI/M3
CARLSBAD,AIR-FILTER,2017-09-8,Gross beta in air,Gross Beta,0.0169,0.0011,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2017-12-1,Gross beta in air,Gross Beta,0.00909,0.0006,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2017-02-16,Gross beta in air,Gross Beta,0.00695,0.00045,0.00017,PCI/M3
CARLSBAD,AIR-FILTER,2017-10-27,Gross beta in air,Gross Beta,0.00552,0.00042,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2017-04-7,Gross beta in air,Gross Beta,0.00665,0.00048,0.00031,PCI/M3
CARLSBAD,AIR-FILTER,2017-04-11,Gross beta in air,Gross Beta,0.00741,0.00051,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2017-12-29,Gross beta in air,Gross Beta,0.016,0.001,0.00032,PCI/M3
CARLSBAD,AIR-FILTER,2017-04-25,Gross beta in air,Gross Beta,0.00795,0.00054,0.00027,PCI/M3
CARLSBAD,AIR-FILTER,2017-11-14,Gross beta in air,Gross Beta,0.0166,0.001,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2017-11-7,Gross beta in air,Gross Beta,0.00483,0.00035,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2017-03-17,Gross beta in air,Gross Beta,0.00892,0.00062,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2017-10-6,Gross beta in air,Gross Beta,0.00696,0.0005,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2017-02-28,Gross beta in air,Gross Beta,0.00571,0.00041,0.00028,PCI/M3
CARLSBAD,AIR-FILTER,2017-07-11,Gross beta in air,Gross Beta,0.00606,0.00042,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2017-04-4,Gross beta in air,Gross Beta,0.00774,0.00052,0.00025,PCI/M3
CARLSBAD,AIR-FILTER,2017-08-8,Gross beta in air,Gross Beta,0.01348,0.00086,0.00025,PCI/M3
CARLSBAD,AIR-FILTER,2017-10-20,Gross beta in air,Gross Beta,0.01185,0.00079,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2017-10-13,Gross beta in air,Gross Beta,0.00856,0.00066,0.00056,PCI/M3
CARLSBAD,AIR-FILTER,2017-11-27,Gross beta in air,Gross Beta,0.00866,0.00055,0.00019,PCI/M3
CARLSBAD,AIR-FILTER,2017-11-10,Gross beta in air,Gross Beta,0.0224,0.0014,0.00038,PCI/M3
CARLSBAD,AIR-FILTER,2017-01-3,Gross beta in air,Gross Beta,0.00477,0.00033,0.00017,PCI/M3
CARLSBAD,AIR-FILTER,2017-12-26,Gross beta in air,Gross Beta,0.01583,0.00099,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2017-08-18,Gross beta in air,Gross Beta,0.0096,0.00065,0.00033,PCI/M3
CARLSBAD,AIR-FILTER,2017-10-3,Gross beta in air,Gross Beta,0.01451,0.00092,0.00029,PCI/M3
CARLSBAD,AIR-FILTER,2017-11-3,Gross beta in air,Gross Beta,0.00929,0.00064,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2017-06-27,Gross beta in air,Gross Beta,0.00697,0.00048,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2017-12-22,Gross beta in air,Gross Beta,0.00859,0.00059,0.00032,PCI/M3
CARLSBAD,AIR-FILTER,2017-05-30,Gross beta in air,Gross Beta,0.00639,0.00044,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2017-01-6,Gross beta in air,Gross Beta,0.00824,0.00058,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2017-02-21,Gross beta in air,Gross Beta,0.00456,0.00032,0.00021,PCI/M3
CARLSBAD,AIR-FILTER,2017-03-31,Gross beta in air,Gross Beta,0.00459,0.00036,0.00033,PCI/M3
CARLSBAD,AIR-FILTER,2017-10-17,Gross beta in air,Gross Beta,0.01007,0.00066,0.00027,PCI/M3
CARLSBAD,AIR-FILTER,2017-09-1,Gross beta in air,Gross Beta,0.0156,0.001,0.00043,PCI/M3
CARLSBAD,AIR-FILTER,2017-05-9,Gross beta in air,Gross Beta,0.01022,0.00067,0.00029,PCI/M3
CARLSBAD,AIR-FILTER,2017-09-12,Gross beta in air,Gross Beta,0.01208,0.00078,0.00028,PCI/M3
CARLSBAD,AIR-FILTER,2017-10-11,Gross beta in air,Gross Beta,0.00708,0.00047,0.0002,PCI/M3
CARLSBAD,AIR-FILTER,2017-01-26,Gross beta in air,Gross Beta,0.0049,0.00032,0.00012,PCI/M3
CARLSBAD,AIR-FILTER,2017-09-5,Gross beta in air,Gross Beta,0.01573,0.00098,0.00025,PCI/M3
CARLSBAD,AIR-FILTER,2017-02-24,Gross beta in air,Gross Beta,0.00312,0.00027,0.00033,PCI/M3
CARLSBAD,AIR-FILTER,2017-06-9,Gross beta in air,Gross Beta,0.00866,0.00064,0.00047,PCI/M3
CARLSBAD,AIR-FILTER,2017-05-23,Gross beta in air,Gross Beta,0.00375,0.00029,0.00027,PCI/M3
CARLSBAD,AIR-FILTER,2017-09-26,Gross beta in air,Gross Beta,0.00683,0.00047,0.0003,PCI/M3
CARLSBAD,AIR-FILTER,2017-09-22,Gross beta in air,Gross Beta,0.00855,0.00059,0.00038,PCI/M3
CARLSBAD,AIR-FILTER,2017-03-14,Gross beta in air,Gross Beta,0.01048,0.00066,0.00016,PCI/M3
CARLSBAD,AIR-FILTER,2017-01-31,Gross beta in air,Gross Beta,0.0066,0.00044,0.00021,PCI/M3
CARLSBAD,AIR-FILTER,2017-12-5,Gross beta in air,Gross Beta,0.01478,0.00093,0.00025,PCI/M3
CARLSBAD,AIR-FILTER,2017-02-3,Gross beta in air,Gross Beta,0.00669,0.00048,0.0003,PCI/M3
CARLSBAD,AIR-FILTER,2017-11-21,Gross beta in air,Gross Beta,0.0057,0.0004,0.00025,PCI/M3
CARLSBAD,AIR-FILTER,2017-01-10,Gross beta in air,Gross Beta,0.01036,0.00067,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2017-09-29,Gross beta in air,Gross Beta,0.00242,0.00023,0.00033,PCI/M3
CARLSBAD,AIR-FILTER,2017-08-11,Gross beta in air,Gross Beta,0.01008,0.00068,0.00032,PCI/M3
CARLSBAD,AIR-FILTER,2017-08-29,Gross beta in air,Gross Beta,0.01041,0.00068,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2017-06-23,Gross beta in air,Gross Beta,0.00935,0.00065,0.00038,PCI/M3
CARLSBAD,AIR-FILTER,2017-07-18,Gross beta in air,Gross Beta,0.00685,0.00047,0.00025,PCI/M3
CARLSBAD,AIR-FILTER,2017-07-14,Gross beta in air,Gross Beta,0.00615,0.00046,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2017-06-2,Gross beta in air,Gross Beta,0.00569,0.00042,0.00032,PCI/M3
CARLSBAD,AIR-FILTER,2017-06-13,Gross beta in air,Gross Beta,0.01375,0.00088,0.00028,PCI/M3
CARLSBAD,AIR-FILTER,2017-04-28,Gross beta in air,Gross Beta,0.00738,0.00052,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2017-05-26,Gross beta in air,Gross Beta,0.00635,0.00046,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2017-09-19,Gross beta in air,Gross Beta,0.01602,0.00098,0.00016,PCI/M3
CARLSBAD,AIR-FILTER,2017-12-12,Gross beta in air,Gross Beta,0.0088,0.00059,0.00028,PCI/M3
CARLSBAD,AIR-FILTER,2017-08-15,Gross beta in air,Gross Beta,0.00692,0.00048,0.00029,PCI/M3
CARLSBAD,AIR-FILTER,2017-12-19,Gross beta in air,Gross Beta,0.00942,0.00059,0.00015,PCI/M3
CARLSBAD,AIR-FILTER,2017-11-17,Gross beta in air,Gross Beta,0.0164,0.0011,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2017-05-12,Gross beta in air,Gross Beta,0.00593,0.00044,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2017-05-5,Gross beta in air,Gross Beta,0.00522,0.00034,0.00015,PCI/M3
CARLSBAD,AIR-FILTER,2017-06-7,Gross beta in air,Gross Beta,0.00967,0.00062,0.00023,PCI/M3
CARLSBAD,AIR-FILTER,2017-12-8,Gross beta in air,Gross Beta,0.00714,0.00051,0.00031,PCI/M3
CARLSBAD,AIR-FILTER,2017-10-24,Gross beta in air,Gross Beta,0.00716,0.00049,0.00025,PCI/M3
CARLSBAD,AIR-FILTER,2017-06-30,Gross beta in air,Gross Beta,0.0085,0.00059,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2017-03-21,Gross beta in air,Gross Beta,0.01336,0.00085,0.00029,PCI/M3
CARLSBAD,AIR-FILTER,2017-01-17,Gross beta in air,Gross Beta,0.00928,0.00058,0.00014,PCI/M3
CARLSBAD,AIR-FILTER,2018-05-29,Gross beta in air,Gross Beta,0.0082,0.00055,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2018-09-21,Gross beta in air,Gross Beta,0.00438,0.0003,0.00016,PCI/M3
CARLSBAD,AIR-FILTER,2018-10-26,Gross beta in air,Gross Beta,0.00582,0.00043,0.00033,PCI/M3
CARLSBAD,AIR-FILTER,2018-06-22,Gross beta in air,Gross Beta,0.00546,0.00042,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2018-06-19,Gross beta in air,Gross Beta,0.00492,0.00036,0.00023,PCI/M3
CARLSBAD,AIR-FILTER,2018-08-24,Gross beta in air,Gross Beta,0.00729,0.00047,0.00015,PCI/M3
CARLSBAD,AIR-FILTER,2018-09-14,Gross beta in air,Gross Beta,0.0077,0.00052,0.00028,PCI/M3
CARLSBAD,AIR-FILTER,2018-11-27,Gross beta in air,Gross Beta,0.01138,0.0007,0.00014,PCI/M3
CARLSBAD,AIR-FILTER,2018-12-7,Gross beta in air,Gross Beta,0.0172,0.0011,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2018-03-13,Gross beta in air,Gross Beta,0.00964,0.0006,0.00013,PCI/M3
CARLSBAD,AIR-FILTER,2018-01-19,Gross beta in air,Gross Beta,0.0108,0.00067,0.00014,PCI/M3
CARLSBAD,AIR-FILTER,2018-09-7,Gross beta in air,Gross Beta,0.00566,0.00037,0.00015,PCI/M3
CARLSBAD,AIR-FILTER,2018-01-2,Gross beta in air,Gross Beta,0.0187,0.0012,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2018-01-9,Gross beta in air,Gross Beta,0.01517,0.00096,0.00025,PCI/M3
CARLSBAD,AIR-FILTER,2018-07-3,Gross beta in air,Gross Beta,0.0088,0.00058,0.00025,PCI/M3
CARLSBAD,AIR-FILTER,2018-02-27,Gross beta in air,Gross Beta,0.0086,0.00057,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2018-12-14,Gross beta in air,Gross Beta,0.01177,0.00077,0.00032,PCI/M3
CARLSBAD,AIR-FILTER,2018-01-5,Gross beta in air,Gross Beta,0.021,0.0013,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2018-10-2,Gross beta in air,Gross Beta,0.01094,0.00071,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2018-03-29,Gross beta in air,Gross Beta,0.00671,0.00052,0.00046,PCI/M3
CARLSBAD,AIR-FILTER,2018-06-15,Gross beta in air,Gross Beta,0.00772,0.00055,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2018-04-6,Gross beta in air,Gross Beta,0.01301,0.00085,0.00032,PCI/M3
CARLSBAD,AIR-FILTER,2018-07-18,Gross beta in air,Gross Beta,0.01013,0.00065,0.00021,PCI/M3
CARLSBAD,AIR-FILTER,2018-02-2,Gross beta in air,Gross Beta,0.01178,0.00078,0.00032,PCI/M3
CARLSBAD,AIR-FILTER,2018-04-17,Gross beta in air,Gross Beta,0.00769,0.00052,0.00027,PCI/M3
CARLSBAD,AIR-FILTER,2018-06-29,Gross beta in air,Gross Beta,0.00861,0.00066,0.00054,PCI/M3
CARLSBAD,AIR-FILTER,2018-04-3,Gross beta in air,Gross Beta,0.0109,0.00069,0.0002,PCI/M3
CARLSBAD,AIR-FILTER,2018-07-13,Gross beta in air,Gross Beta,0.01017,0.00063,0.00015,PCI/M3
CARLSBAD,AIR-FILTER,2018-10-21,Gross beta in air,Gross Beta,0.00672,0.00043,0.00012,PCI/M3
CARLSBAD,AIR-FILTER,2018-04-20,Gross beta in air,Gross Beta,0.00843,0.00059,0.00032,PCI/M3
CARLSBAD,AIR-FILTER,2018-12-21,Gross beta in air,Gross Beta,0.00529,0.00041,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2018-06-12,Gross beta in air,Gross Beta,0.01194,0.00077,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2018-06-27,Gross beta in air,Gross Beta,0.00866,0.00056,0.0002,PCI/M3
CARLSBAD,AIR-FILTER,2018-07-20,Gross beta in air,Gross Beta,0.01172,0.00083,0.0005,PCI/M3
CARLSBAD,AIR-FILTER,2018-08-31,Gross beta in air,Gross Beta,0.00723,0.00052,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2018-03-2,Gross beta in air,Gross Beta,0.00871,0.0006,0.0003,PCI/M3
CARLSBAD,AIR-FILTER,2018-01-23,Gross beta in air,Gross Beta,0.00779,0.00052,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2018-01-12,Gross beta in air,Gross Beta,0.00762,0.00054,0.00034,PCI/M3
